,Date,AAPL,MSFT,NVDA,TSLA,AMZN,GOOGL,META
27,2018-01-22 16:00:00,44.25,91.61,5.84,23.44,66.37,58.21,185.37
28,2018-01-23 09:30:00,44.33,91.9,5.9,24.0,66.9,58.53,186.05
29,2018-01-23 16:00:00,44.26,91.9,5.97,23.52,68.13,58.81,189.35
30,2018-01-24 09:30:00,44.31,92.55,5.98,23.64,68.74,59.25,189.89
31,2018-01-24 16:00:00,43.56,91.82,5.9,23.06,67.88,58.56,186.55
32,2018-01-25 09:30:00,43.63,92.47,5.95,23.22,68.4,59.04,187.95
33,2018-01-25 16:00:00,42.78,92.33,5.91,22.51,68.9,59.11,187.48
34,2018-01-26 09:30:00,43.0,93.12,5.95,22.77,69.6,59.38,187.75
35,2018-01-26 16:00:00,42.88,94.06,6.08,22.86,70.1,59.38,190.0
36,2018-01-29 09:30:00,42.54,95.14,6.07,22.66,70.46,59.4,188.75
37,2018-01-29 16:00:00,41.99,93.92,6.17,23.3,70.88,59.32,185.98
38,2018-01-30 09:30:00,41.38,93.3,6.03,23.01,70.16,58.89,183.01
39,2018-01-30 16:00:00,41.74,92.74,6.07,23.05,71.89,58.87,187.12
40,2018-01-31 09:30:00,41.72,93.75,6.14,23.17,72.57,59.19,188.37
41,2018-01-31 16:00:00,41.86,95.01,6.15,23.62,72.54,59.11,186.89
42,2018-02-01 09:30:00,41.79,94.79,5.96,23.4,72.25,58.8,188.22
43,2018-02-01 16:00:00,41.95,94.26,6.01,23.28,69.5,59.08,193.09
44,2018-02-02 09:30:00,41.5,93.64,5.93,23.23,73.87,56.37,192.04
45,2018-02-02 16:00:00,40.13,91.78,5.84,22.92,71.5,55.96,190.28
46,2018-02-05 09:30:00,39.78,90.56,5.68,22.53,70.13,55.03,186.93
47,2018-02-05 16:00:00,39.12,88.0,5.34,22.21,69.5,53.12,181.26
48,2018-02-06 09:30:00,38.71,86.89,5.11,21.68,68.07,51.7,178.57
49,2018-02-06 16:00:00,40.76,91.33,5.64,22.26,72.14,54.22,185.31
50,2018-02-07 09:30:00,40.77,90.49,5.74,22.6,72.45,54.25,184.15
51,2018-02-07 16:00:00,39.89,89.61,5.72,23.0,70.84,52.77,180.18
52,2018-02-08 09:30:00,40.07,89.71,5.85,22.89,71.48,52.99,181.01
53,2018-02-08 16:00:00,38.79,85.01,5.44,21.02,67.53,50.39,171.58
54,2018-02-09 09:30:00,39.27,86.3,5.96,21.33,68.67,51.29,174.76
55,2018-02-09 16:00:00,39.1,88.18,5.8,20.69,66.98,52.31,176.11
56,2018-02-12 09:30:00,39.63,88.74,5.88,21.08,68.23,52.83,177.06
57,2018-02-12 16:00:00,40.68,89.13,5.7,21.05,69.31,52.73,176.41
58,2018-02-13 09:30:00,40.49,88.93,5.66,21.0,69.3,52.5,175.62
59,2018-02-13 16:00:00,41.09,89.83,5.82,21.58,70.73,52.71,173.15
60,2018-02-14 09:30:00,40.76,88.51,5.78,21.39,70.31,52.72,173.45
61,2018-02-14 16:00:00,41.84,90.81,6.04,21.49,72.55,53.64,179.52
62,2018-02-15 09:30:00,42.45,91.21,6.12,21.63,73.34,54.17,180.5
63,2018-02-15 16:00:00,43.25,92.66,6.16,22.27,73.09,54.57,179.96
64,2018-02-16 09:30:00,43.09,92.45,6.14,22.17,72.87,54.67,178.99
65,2018-02-16 16:00:00,43.11,92.0,6.1,22.37,72.43,54.78,177.36
66,2018-02-20 09:30:00,43.01,91.48,6.12,22.3,72.32,54.64,175.77
67,2018-02-20 16:00:00,42.96,92.72,6.23,22.32,73.42,55.18,176.01
68,2018-02-21 09:30:00,43.21,92.98,6.29,22.4,74.25,55.46,176.71
69,2018-02-21 16:00:00,42.77,91.49,6.04,22.22,74.15,55.69,177.91
70,2018-02-22 09:30:00,42.95,92.05,6.07,22.37,74.77,55.96,178.7
71,2018-02-22 16:00:00,43.13,91.73,6.05,23.08,74.27,55.5,178.99
72,2018-02-23 09:30:00,43.42,92.75,6.11,23.19,74.77,55.93,179.9
73,2018-02-23 16:00:00,43.88,94.06,6.15,23.47,75.0,56.4,183.29
74,2018-02-26 09:30:00,44.09,94.4,6.2,23.57,75.46,56.59,184.58
75,2018-02-26 16:00:00,44.74,95.42,6.16,23.83,76.1,57.19,184.93
76,2018-02-27 09:30:00,44.78,95.74,6.14,23.75,76.22,57.19,184.45
77,2018-02-27 16:00:00,44.6,94.2,6.15,23.4,75.6,55.88,181.46
78,2018-02-28 09:30:00,44.82,94.84,6.16,23.5,75.98,56.1,182.3
79,2018-02-28 16:00:00,44.53,93.77,6.05,22.87,75.62,55.2,178.32
80,2018-03-01 09:30:00,44.64,93.99,6.05,23.0,75.68,55.48,179.01
81,2018-03-01 16:00:00,43.75,92.85,5.81,22.06,74.67,53.57,175.94
82,2018-03-02 09:30:00,43.2,91.58,5.7,21.8,73.46,52.9,173.29
83,2018-03-02 16:00:00,44.05,93.05,5.91,22.34,75.01,54.21,176.62
84,2018-03-05 09:30:00,43.8,92.34,5.86,22.16,74.71,53.91,176.2
85,2018-03-05 16:00:00,44.21,93.64,5.89,22.22,76.18,54.74,180.4
86,2018-03-06 09:30:00,44.48,94.34,5.98,22.25,76.66,55.11,181.78
87,2018-03-06 16:00:00,44.17,93.32,6.05,21.88,76.88,55.05,179.78
88,2018-03-07 09:30:00,43.74,93.16,5.95,21.7,76.33,54.64,178.74
89,2018-03-07 16:00:00,43.76,93.86,6.05,22.15,77.25,55.75,183.71
90,2018-03-08 09:30:00,43.87,94.27,6.07,22.19,77.5,55.86,183.56
91,2018-03-08 16:00:00,44.24,94.43,6.03,21.94,77.59,56.47,182.34
92,2018-03-09 09:30:00,44.49,95.29,6.08,21.61,78.18,56.98,183.91
93,2018-03-09 16:00:00,45.0,96.54,6.13,21.81,78.94,58.04,185.23
94,2018-03-12 09:30:00,45.07,96.5,6.18,21.91,79.63,58.25,185.23
95,2018-03-12 16:00:00,45.43,96.77,6.24,23.03,79.92,58.3,184.76
96,2018-03-13 09:30:00,45.65,97.0,6.29,22.99,80.8,58.59,185.61
97,2018-03-13 16:00:00,44.99,94.41,6.19,22.79,79.41,57.0,181.88
98,2018-03-14 09:30:00,45.08,95.12,6.24,22.45,79.85,57.29,182.6
99,2018-03-14 16:00:00,44.61,93.85,6.22,21.78,79.55,57.44,184.19
100,2018-03-15 09:30:00,44.63,93.53,6.23,21.96,79.75,57.48,183.24
101,2018-03-15 16:00:00,44.66,94.18,6.23,21.71,79.12,57.53,183.86
102,2018-03-16 09:30:00,44.66,94.68,6.25,21.73,79.17,57.77,184.49
103,2018-03-16 16:00:00,44.51,94.6,6.26,21.42,78.58,56.72,185.09
104,2018-03-19 09:30:00,44.33,93.74,6.2,21.1,77.73,55.89,177.01
105,2018-03-19 16:00:00,43.83,92.89,6.03,20.9,77.25,55.0,172.56
106,2018-03-20 09:30:00,43.81,93.05,6.03,20.99,77.52,54.92,167.47
107,2018-03-20 16:00:00,43.81,93.13,6.24,20.7,79.33,54.79,168.15
108,2018-03-21 09:30:00,43.76,92.93,6.23,20.68,79.32,54.63,164.8
109,2018-03-21 16:00:00,42.82,92.48,6.21,21.1,79.09,54.7,169.39
110,2018-03-22 09:30:00,42.5,91.27,6.15,20.93,78.27,54.0,166.13
111,2018-03-22 16:00:00,42.21,89.79,6.05,20.61,77.25,52.66,164.89
112,2018-03-23 09:30:00,42.1,89.5,6.06,20.75,76.95,52.57,165.44
113,2018-03-23 16:00:00,41.24,87.18,5.82,20.1,74.78,51.33,159.39
114,2018-03-26 09:30:00,42.02,90.61,5.95,20.49,76.5,52.53,160.82
115,2018-03-26 16:00:00,43.19,93.78,6.11,20.28,77.79,52.7,160.06
116,2018-03-27 09:30:00,43.42,94.94,6.19,20.27,78.62,53.2,156.31
117,2018-03-27 16:00:00,42.09,89.47,5.64,18.61,74.85,50.35,152.22
118,2018-03-28 09:30:00,41.81,89.82,5.6,17.64,72.35,50.1,151.65
119,2018-03-28 16:00:00,41.62,89.39,5.53,17.19,71.57,50.26,153.03
120,2018-03-29 09:30:00,41.95,90.18,5.6,17.1,70.3,50.56,155.15
121,2018-03-29 16:00:00,41.95,91.27,5.79,17.74,72.37,51.86,159.79
122,2018-04-02 09:30:00,41.97,90.47,5.72,17.08,70.88,51.38,157.81
123,2018-04-02 16:00:00,41.67,88.52,5.53,16.83,68.6,50.63,155.39
124,2018-04-03 09:30:00,41.91,89.58,5.7,17.99,69.57,50.81,156.55
125,2018-04-03 16:00:00,42.1,89.71,5.63,17.84,69.6,50.93,156.11
126,2018-04-04 09:30:00,41.22,87.85,5.38,16.85,67.91,49.91,152.03
127,2018-04-04 16:00:00,42.9,92.33,5.66,19.13,70.53,51.49,155.1
128,2018-04-05 09:30:00,43.15,92.44,5.72,19.29,72.1,52.32,161.56
129,2018-04-05 16:00:00,43.2,92.38,5.53,20.38,72.59,51.63,159.34
130,2018-04-06 09:30:00,42.74,91.49,5.43,20.07,71.5,51.16,157.73
131,2018-04-06 16:00:00,42.1,90.23,5.36,19.95,70.26,50.5,157.2
132,2018-04-09 09:30:00,42.47,91.04,5.42,20.02,71.25,51.0,157.82
133,2018-04-09 16:00:00,42.51,90.77,5.39,19.31,70.3,51.0,157.93
134,2018-04-10 09:30:00,43.25,92.39,5.62,19.93,71.6,51.51,157.93
135,2018-04-10 16:00:00,43.31,92.88,5.7,20.31,71.81,51.83,165.04
136,2018-04-11 09:30:00,43.06,92.01,5.68,20.05,71.97,51.6,165.36
137,2018-04-11 16:00:00,43.11,91.86,5.66,20.06,71.35,51.25,166.32
138,2018-04-12 09:30:00,43.35,92.43,5.75,20.15,71.97,51.57,166.98
139,2018-04-12 16:00:00,43.54,93.58,5.87,19.61,72.43,51.86,163.87
140,2018-04-13 09:30:00,43.7,94.05,5.93,20.24,72.46,52.34,164.58
141,2018-04-13 16:00:00,43.68,93.08,5.79,20.02,71.54,51.8,164.52
142,2018-04-16 09:30:00,43.76,94.07,5.79,19.93,72.25,52.28,165.72
143,2018-04-16 16:00:00,43.96,94.17,5.79,19.41,72.08,52.31,164.83
144,2018-04-17 09:30:00,44.12,95.0,5.84,19.26,73.11,53.06,165.83
145,2018-04-17 16:00:00,44.56,96.07,5.94,19.18,75.19,53.97,168.66
146,2018-04-18 09:30:00,44.45,96.22,5.89,19.41,75.73,53.95,166.88
147,2018-04-18 16:00:00,44.46,96.44,5.91,19.56,76.39,53.77,166.36
148,2018-04-19 09:30:00,43.74,96.44,5.79,19.41,77.16,53.45,166.2
149,2018-04-19 16:00:00,43.2,96.11,5.73,20.01,77.85,54.47,168.1
150,2018-04-20 09:30:00,42.65,95.91,5.72,19.68,78.06,54.21,167.79
151,2018-04-20 16:00:00,41.43,95.0,5.72,19.35,76.37,53.87,166.28
152,2018-04-23 09:30:00,41.71,95.74,5.74,19.42,77.33,54.15,167.27
153,2018-04-23 16:00:00,41.31,95.35,5.6,18.89,75.89,53.69,165.84
154,2018-04-24 09:30:00,41.42,96.24,5.62,19.0,76.79,52.96,165.43
155,2018-04-24 16:00:00,40.74,93.12,5.53,18.9,73.0,51.13,159.69
156,2018-04-25 09:30:00,40.66,93.3,5.5,18.9,72.9,51.49,160.14
157,2018-04-25 16:00:00,40.91,92.31,5.42,18.71,73.01,51.15,159.69
158,2018-04-26 09:30:00,41.03,93.55,5.58,18.58,74.25,51.66,173.22
159,2018-04-26 16:00:00,41.06,94.26,5.63,19.03,75.9,52.17,174.16
160,2018-04-27 09:30:00,41.0,97.6,5.74,19.02,81.7,52.28,176.81
161,2018-04-27 16:00:00,40.58,95.82,5.66,19.61,78.63,51.57,173.59
162,2018-04-30 09:30:00,40.53,96.33,5.67,19.57,79.13,51.72,173.79
163,2018-04-30 16:00:00,41.32,93.52,5.62,19.59,78.31,50.93,172.0
164,2018-05-01 09:30:00,41.6,93.21,5.61,19.57,78.16,50.82,172.0
165,2018-05-01 16:00:00,42.28,95.0,5.68,19.99,79.11,52.04,173.86
166,2018-05-02 09:30:00,43.81,94.99,5.68,19.9,79.05,51.7,174.25
167,2018-05-02 16:00:00,44.14,93.51,5.66,20.08,78.48,51.3,176.07
168,2018-05-03 09:30:00,43.97,92.96,5.69,18.59,78.0,51.27,175.13
169,2018-05-03 16:00:00,44.22,94.07,5.82,18.96,78.6,51.32,174.02
170,2018-05-04 09:30:00,44.56,93.32,5.8,18.87,78.12,50.98,173.08
171,2018-05-04 16:00:00,45.96,95.16,5.98,19.61,79.05,52.55,176.61
172,2018-05-07 09:30:00,46.3,95.17,6.08,19.83,79.47,52.69,177.35
173,2018-05-07 16:00:00,46.29,96.22,6.22,20.18,80.01,52.97,177.97
174,2018-05-08 09:30:00,46.25,95.85,6.22,20.05,79.75,53.23,178.25
175,2018-05-08 16:00:00,46.51,95.81,6.26,20.13,79.62,52.93,178.92
176,2018-05-09 09:30:00,46.64,96.01,6.28,20.03,80.0,53.21,179.67
177,2018-05-09 16:00:00,46.84,96.94,6.39,20.46,80.4,54.45,182.66
178,2018-05-10 09:30:00,46.94,97.46,6.45,20.5,80.42,54.75,183.15
179,2018-05-10 16:00:00,47.51,97.91,6.5,20.33,80.45,55.27,185.53
180,2018-05-11 09:30:00,47.37,97.8,6.32,20.51,80.55,55.02,184.85
181,2018-05-11 16:00:00,47.15,97.7,6.36,20.07,80.15,55.17,186.99
182,2018-05-14 09:30:00,47.25,97.92,6.4,20.22,80.2,55.28,187.71
183,2018-05-14 16:00:00,47.04,98.03,6.38,19.46,80.08,55.33,186.64
184,2018-05-15 09:30:00,46.7,97.24,6.32,19.0,79.39,54.85,184.88
185,2018-05-15 16:00:00,46.61,97.32,6.14,18.95,78.81,54.24,184.32
186,2018-05-16 09:30:00,46.52,97.36,6.1,18.92,78.88,54.25,183.7
187,2018-05-16 16:00:00,47.05,97.15,6.15,19.1,79.36,54.2,183.2
188,2018-05-17 09:30:00,47.0,96.76,6.15,19.06,79.03,54.07,182.68
189,2018-05-17 16:00:00,46.75,96.18,6.19,18.97,79.09,54.06,183.76
190,2018-05-18 09:30:00,46.8,96.01,6.25,19.06,79.07,53.3,183.49
191,2018-05-18 16:00:00,46.58,96.36,6.15,18.97,78.72,53.48,182.68
192,2018-05-21 09:30:00,47.0,97.0,6.25,18.76,79.25,53.95,183.77
193,2018-05-21 16:00:00,46.91,97.6,6.11,18.97,79.27,54.2,184.49
194,2018-05-22 09:30:00,47.09,97.68,6.12,19.18,79.49,54.49,184.93
195,2018-05-22 16:00:00,46.79,97.5,6.07,18.33,79.07,53.77,183.8
196,2018-05-23 09:30:00,46.59,96.71,6.01,18.52,78.55,53.5,182.5
197,2018-05-23 16:00:00,47.09,98.66,6.19,18.6,80.09,54.3,186.9
198,2018-05-24 09:30:00,47.19,98.73,6.18,18.56,79.9,54.35,185.88
199,2018-05-24 16:00:00,47.04,98.31,6.19,18.52,80.15,54.27,185.93
200,2018-05-25 09:30:00,47.06,98.3,6.21,18.51,80.15,54.33,186.02
201,2018-05-25 16:00:00,47.15,98.36,6.23,18.59,80.51,54.2,184.92
202,2018-05-29 09:30:00,46.9,97.84,6.21,18.57,80.04,53.8,184.34
203,2018-05-29 16:00:00,46.98,98.01,6.21,18.92,80.64,53.4,185.74
204,2018-05-30 09:30:00,46.93,98.31,6.25,18.89,80.91,53.67,186.54
205,2018-05-30 16:00:00,46.88,98.95,6.32,19.45,81.24,53.87,187.67
206,2018-05-31 09:30:00,46.81,99.29,6.29,19.15,81.15,54.1,187.87
207,2018-05-31 16:00:00,46.72,98.84,6.3,18.98,81.48,55.0,191.78
208,2018-06-01 09:30:00,47.0,99.28,6.35,19.06,81.85,55.64,193.07
209,2018-06-01 16:00:00,47.56,100.79,6.44,19.45,82.08,56.75,193.99
210,2018-06-04 09:30:00,47.91,101.26,6.48,19.62,82.45,56.93,191.84
211,2018-06-04 16:00:00,47.96,101.67,6.62,19.78,83.26,57.65,193.28
212,2018-06-05 09:30:00,48.27,102.0,6.62,19.85,83.65,57.73,194.3
213,2018-06-05 16:00:00,48.33,102.19,6.63,19.41,84.82,57.55,192.94
214,2018-06-06 09:30:00,48.41,102.48,6.54,20.03,85.23,57.64,191.03
215,2018-06-06 16:00:00,48.5,102.49,6.63,21.3,84.79,57.35,191.34
216,2018-06-07 09:30:00,48.54,102.65,6.63,21.08,84.93,57.23,190.75
217,2018-06-07 16:00:00,48.37,100.88,6.57,21.07,84.47,56.72,188.18
218,2018-06-08 09:30:00,47.79,101.09,6.5,21.27,84.06,56.56,187.53
219,2018-06-08 16:00:00,47.93,101.63,6.56,21.18,84.2,56.64,189.1
220,2018-06-11 09:30:00,47.84,101.37,6.54,21.5,84.08,56.65,188.81
221,2018-06-11 16:00:00,47.81,101.05,6.52,22.14,84.46,57.05,191.54
222,2018-06-12 09:30:00,47.85,101.1,6.54,22.98,84.65,57.05,192.17
223,2018-06-12 16:00:00,48.07,101.31,6.56,22.85,84.94,57.41,192.4
224,2018-06-13 09:30:00,48.11,101.72,6.57,23.11,85.14,57.61,192.74
225,2018-06-13 16:00:00,47.68,100.85,6.56,22.99,85.24,57.21,192.41
226,2018-06-14 09:30:00,47.89,101.65,6.61,23.18,85.67,57.61,193.1
227,2018-06-14 16:00:00,47.7,101.42,6.67,23.85,86.19,58.01,196.81
228,2018-06-15 09:30:00,47.51,101.51,6.62,23.59,85.7,58.0,195.79
229,2018-06-15 16:00:00,47.21,100.13,6.63,23.88,85.8,57.96,195.85
230,2018-06-18 09:30:00,46.97,100.01,6.59,23.69,85.31,57.63,194.8
231,2018-06-18 16:00:00,47.19,100.86,6.63,24.72,86.19,59.18,198.31
232,2018-06-19 09:30:00,46.29,99.65,6.52,24.34,85.45,58.51,196.24
233,2018-06-19 16:00:00,46.42,100.86,6.5,23.5,86.74,58.93,197.49
234,2018-06-20 09:30:00,46.59,101.37,6.55,23.87,87.13,59.17,199.1
235,2018-06-20 16:00:00,46.63,101.87,6.56,24.15,87.5,59.2,202.0
236,2018-06-21 09:30:00,46.81,102.08,6.59,24.13,88.0,59.28,202.76
237,2018-06-21 16:00:00,46.37,101.14,6.43,23.17,86.51,58.47,201.5
238,2018-06-22 09:30:00,46.53,100.41,6.45,23.44,87.13,58.57,201.16
239,2018-06-22 16:00:00,46.23,100.41,6.27,22.24,85.78,58.46,201.74
240,2018-06-25 09:30:00,45.85,100.0,6.17,22.01,85.13,57.75,200.0
241,2018-06-25 16:00:00,45.54,98.39,5.98,22.2,83.16,56.96,196.35
242,2018-06-26 09:30:00,45.75,98.82,6.09,22.4,83.62,57.21,197.6
243,2018-06-26 16:00:00,46.11,99.08,6.05,22.8,84.55,56.63,199.0
244,2018-06-27 09:30:00,46.31,99.58,6.09,23.0,85.41,56.8,199.18
245,2018-06-27 16:00:00,46.04,97.54,5.89,22.97,83.03,55.85,195.84
246,2018-06-28 09:30:00,46.03,97.38,5.88,23.24,83.63,55.62,195.18
247,2018-06-28 16:00:00,46.38,98.63,6.02,23.33,85.07,56.34,196.23
248,2018-06-29 09:30:00,46.57,98.93,6.09,23.56,85.85,56.62,197.32
249,2018-06-29 16:00:00,46.28,98.61,5.92,22.86,84.99,56.46,194.32
250,2018-07-02 09:30:00,45.96,98.1,5.85,24.0,84.14,55.77,193.37
251,2018-07-02 16:00:00,46.8,100.01,6.06,22.34,85.69,57.11,197.36
252,2018-07-03 09:30:00,46.95,100.48,6.09,22.12,86.2,57.47,194.55
253,2018-07-03 13:00:00,45.98,99.05,5.92,20.72,84.7,55.81,192.73
254,2018-07-05 09:30:00,46.32,99.5,5.98,20.92,85.27,56.23,194.74
255,2018-07-05 16:00:00,46.35,99.76,6.07,20.61,84.99,57.06,198.45
256,2018-07-06 09:30:00,46.36,99.89,6.04,20.33,84.8,57.09,198.45
257,2018-07-06 16:00:00,46.99,101.16,6.18,20.59,85.53,57.75,203.23
258,2018-07-09 09:30:00,47.38,101.65,6.26,20.8,86.2,58.0,204.93
259,2018-07-09 16:00:00,47.65,101.85,6.23,21.23,86.95,58.36,204.74
260,2018-07-10 09:30:00,47.68,102.0,6.24,21.64,86.93,58.5,204.5
261,2018-07-10 16:00:00,47.59,102.12,6.33,21.5,87.15,58.36,203.54
262,2018-07-11 09:30:00,47.13,101.15,6.24,21.05,86.9,57.78,202.22
263,2018-07-11 16:00:00,46.97,101.98,6.19,21.26,87.75,58.57,202.54
264,2018-07-12 09:30:00,47.38,102.77,6.23,21.43,88.23,58.74,203.43
265,2018-07-12 16:00:00,47.76,104.19,6.28,21.11,89.83,60.06,206.92
266,2018-07-13 09:30:00,47.77,104.37,6.3,21.04,90.2,60.14,207.81
267,2018-07-13 16:00:00,47.83,105.43,6.23,21.26,90.65,60.22,207.32
268,2018-07-16 09:30:00,47.88,105.4,6.21,20.78,91.1,60.19,207.5
269,2018-07-16 16:00:00,47.73,104.91,6.21,20.67,91.12,59.83,207.23
270,2018-07-17 09:30:00,47.44,104.61,6.16,20.59,90.58,59.14,204.9
271,2018-07-17 16:00:00,47.86,105.95,6.34,21.51,92.2,60.65,209.99
272,2018-07-18 09:30:00,47.95,105.94,6.33,21.67,92.4,60.43,209.82
273,2018-07-18 16:00:00,47.6,105.12,6.29,21.59,92.15,60.65,209.36
274,2018-07-19 09:30:00,47.42,104.93,6.27,21.09,91.47,60.33,208.77
275,2018-07-19 16:00:00,47.97,104.4,6.3,21.35,90.65,59.96,208.09
276,2018-07-20 09:30:00,47.95,108.08,6.3,21.42,91.25,59.96,208.85
277,2018-07-20 16:00:00,47.86,106.27,6.27,20.91,90.69,59.89,209.94
278,2018-07-23 09:30:00,47.95,106.3,6.25,20.12,90.61,59.78,210.58
279,2018-07-23 16:00:00,47.86,107.97,6.24,20.21,90.1,60.55,210.91
280,2018-07-24 09:30:00,48.11,108.57,6.28,20.29,91.45,63.55,215.11
281,2018-07-24 16:00:00,48.25,107.66,6.22,19.83,91.46,62.91,214.67
282,2018-07-25 09:30:00,48.27,107.96,6.23,19.78,91.47,62.63,215.72
283,2018-07-25 16:00:00,48.71,110.83,6.3,20.58,93.18,63.8,217.5
284,2018-07-26 09:30:00,48.65,110.74,6.28,20.32,91.95,63.36,174.89
285,2018-07-26 16:00:00,48.55,109.62,6.37,20.44,90.4,64.28,176.26
286,2018-07-27 09:30:00,48.75,110.18,6.41,20.48,93.8,64.46,179.87
287,2018-07-27 16:00:00,47.75,107.68,6.3,19.81,90.86,62.64,174.89
288,2018-07-30 09:30:00,47.98,107.19,6.31,19.73,91.37,62.25,175.3
289,2018-07-30 16:00:00,47.48,105.37,6.1,19.34,88.96,61.5,171.06
290,2018-07-31 09:30:00,47.58,106.49,6.09,19.48,89.32,61.59,170.67
291,2018-07-31 16:00:00,47.57,106.08,6.12,19.88,88.87,61.36,172.58
292,2018-08-01 09:30:00,49.78,106.03,6.15,19.87,89.2,61.96,173.93
293,2018-08-01 16:00:00,50.38,106.28,6.16,20.06,89.86,61.65,171.65
294,2018-08-02 09:30:00,50.15,105.4,6.09,21.9,89.44,60.93,170.68
295,2018-08-02 16:00:00,51.85,107.57,6.27,23.3,91.72,62.06,176.37
296,2018-08-03 09:30:00,51.76,107.8,6.29,23.19,91.89,62.26,177.69
297,2018-08-03 16:00:00,52.0,108.04,6.3,23.21,91.16,61.91,177.78
298,2018-08-06 09:30:00,52.0,108.12,6.29,23.03,91.29,62.08,178.97
299,2018-08-06 16:00:00,52.27,108.13,6.35,22.8,92.39,61.88,185.69
300,2018-08-07 09:30:00,52.33,108.56,6.4,22.92,92.73,62.6,186.5
301,2018-08-07 16:00:00,51.78,108.88,6.42,25.3,93.12,62.79,183.81
302,2018-08-08 09:30:00,51.51,109.33,6.43,24.61,93.05,62.84,184.75
303,2018-08-08 16:00:00,51.81,109.49,6.46,24.69,94.33,63.07,185.18
304,2018-08-09 09:30:00,51.82,109.71,6.48,24.37,94.1,63.14,185.85
305,2018-08-09 16:00:00,52.22,109.67,6.41,23.5,94.93,63.22,183.09
306,2018-08-10 09:30:00,51.84,109.42,6.33,23.6,94.43,62.96,182.04
307,2018-08-10 16:00:00,51.88,109.0,6.37,23.7,94.32,62.63,180.26
308,2018-08-13 09:30:00,51.93,109.24,6.38,24.08,94.93,62.56,180.1
309,2018-08-13 16:00:00,52.22,108.21,6.4,23.76,94.81,62.43,180.05
310,2018-08-14 09:30:00,52.54,108.56,6.51,23.9,95.97,62.63,180.71
311,2018-08-14 16:00:00,52.44,109.56,6.54,23.18,95.98,62.91,181.11
312,2018-08-15 09:30:00,52.31,108.49,6.56,22.79,95.48,62.21,179.34
313,2018-08-15 16:00:00,52.56,107.66,6.48,22.58,94.13,61.61,179.53
314,2018-08-16 09:30:00,52.94,108.3,6.55,22.66,95.2,62.1,180.42
315,2018-08-16 16:00:00,53.33,107.64,6.44,22.36,94.33,61.2,174.7
316,2018-08-17 09:30:00,53.36,107.36,6.32,21.57,94.29,61.1,174.5
317,2018-08-17 16:00:00,54.4,107.58,6.12,20.37,94.11,60.79,173.8
318,2018-08-20 09:30:00,54.53,107.51,6.08,19.45,94.53,61.03,174.04
319,2018-08-20 16:00:00,53.87,106.87,6.2,20.56,93.84,61.1,172.5
320,2018-08-21 09:30:00,54.2,106.92,6.21,20.71,94.0,61.15,172.81
321,2018-08-21 16:00:00,53.76,105.98,6.33,21.46,94.17,60.87,172.62
322,2018-08-22 09:30:00,53.53,105.85,6.3,21.39,93.83,60.71,172.21
